,line,__fileposition__
606,"FALL RIVER,MA,15,20250116",14962
607,"COCONUT GROVE,FL,68,19740305",14988
608,"BRONX,NY,15,20241227",15017
609,"VERNON,AL,17,20250131",15038
610,"PHILADELPHIA,PA,43,19851115",15060
611,"SUMMERDALE,AL,18,20250129",15088
612,"MOBERLY,MO,17,20240430",15114
613,"LAVEEN,AZ,17,20250118",15137
614,"LANCASTER,CA,13,20241229",15159
615,"SCOTTSDALE,AZ,19,20060828",15184
616,"PEORIA,AZ,16,20250131",15210
617,"PLEASANTVILLE,NY,15,20250128",15232
618,"BATON ROUGE,LA,17,20250118",15261
619,"HOUSTON,TX,16,20250131",15288
620,"REDDING,CA,17,20220211",15311
621,"LOUISVILLE,KY,45,19830402",15334
622,"SANTA CLARA,CA,8,20200803",15360
623,"VALRICO,FL,27,19971124",15386
624,"BISMARCK,ND,15,20240928",15409
625,"MATTAPAN,MA,24,20140204",15433
626,"TUPELO,MS,45,19920827",15457
627,"TEMPE,AZ,15,20250201",15479
628,"ORANGE,CA,14,20241226",15500
629,"BROOKLYN,NY,17,20250128",15522
630,"MANASSAS,VA,16,20250125",15546
631,"FORT LAUDERDALE,FL,17,20250128",15570
632,"NASHVILLE,TN,17,20250121",15601
633,"SANTA CRUZ,CA,76,19570323",15626
634,"LOS ANGELES,CA,7,20240508",15652
635,"LOS ANGELES,CA,57,19770720",15678
636,"CLEVELAND,OH,16,20241225",15705
637,"WOODLAND HILLS,CA,17,20241117",15730
638,"OPELOUSAS,LA,14,20241231",15760
639,"CHESTER,VA,17,20250131",15785
640,"HALEIWA,HI,17,20250117",15808
641,"LEES SUMMIT,MO,17,20250124",15831
642,"PASADENA,TX,34,20070614",15858
643,"ANTIOCH,TN,15,20250114",15882
644,"LOS ANGELES,CA,55,19770720",15905
645,"MIDWEST CITY,OK,36,19970514",15932
646,"TUCSON,AZ,15,20230526",15960
647,"INDEPENDENCE,MO,35,20021014",15982
648,"PHOENIX,AZ,50,19880727",16010
649,"LAS VEGAS,NV,15,20250117",16033
650,"MINNEAPOLIS,MN,17,20250105",16058
651,"CAMP PENDLETON,CA,26,20170115",16085
652,"MIDDLEBORO,MA,17,20250127",16115
653,"BLOOMINGTON,IN,16,20250129",16141
654,"QUARTZ HILL,CA,16,20250122",16168
655,"COMPTON,CA,8,20190709",16195
656,"MEMPHIS,TN,15,20241104",16217
657,"CHARLOTTE,NC,17,20250122",16240
658,"DUMFRIES,VA,16,20241201",16265
659,"COMPTON,CA,9,20190709",16289
660,"MARIETTA,GA,17,20250106",16311
661,"EDMONDS,WA,16,20241217",16335
662,"TALLAHASSEE,FL,17,20250116",16358
663,"HOLLISTER,MO,35,20070827",16385
664,"ATLANTA,GA,13,20250121",16410
665,"AUBURN,WA,37,20060821",16433
666,"SEATTLE,WA,17,20250129",16455
667,"CLEVELAND,OH,15,20250129",16478
668,"COMPTON,CA,10,20190709",16503
669,"DULUTH,GA,35,20071102",16526
670,"AUSTIN,TX,14,20250121",16548
671,"MESA,AZ,16,20241211",16570
672,"LACKAWANNA,NY,16,20250111",16590
673,"LOS ANGELES,CA,0,20241113",16616
674,"BUFFALO,NY,16,20241219",16642
675,"AUSTIN,TX,15,20250121",16665
676,"WASILLA,AK,14,20250118",16687
677,"TROY,NY,17,20250120",16710
678,"CITRA,FL,16,20250113",16730
679,"BUCKATUNNA,MS,18,20250124",16751
680,"WEST PALM BEACH,FL,17,20250122",16777
681,"WATSONVILLE,CA,40,19971207",16808
682,"LOS ANGELES,CA,15,20241113",16835
683,"THORNVILLE,OH,17,20241231",16862
684,"NEWARK,DE,30,20100203",16888
685,"MC COOL JUNCTION,NE,17,20220720",16910
686,"EL MONTE,CA,17,20241211",16942
687,"CLEVELAND,OH,18,20241226",16966
688,"CHARLOTTE,NC,15,20250127",16991
689,"NEW YORK,NY,17,20240826",17016
690,"AMARILLO,TX,16,20250127",17040
691,"EL MONTE,CA,16,20241211",17064
692,"FINDLAY,OH,17,20250124",17088
693,"BARNEGAT,NJ,19,20230129",17111
694,"COLORADO SPRINGS,CO,14,20250120",17135
695,"WILMINGTON,DE,16,20241218",17167
696,"DOVER,PA,16,20250126",17193
697,"STOCKTON,CA,8,20180104",17214
698,"CLEVELAND,OH,17,20250112",17237
699,"CHULA VISTA,CA,8,20200117",17262
700,"COLORADO SPRINGS,CO,16,20250109",17288
701,"CHULUOTA,FL,18,20250113",17320
702,"SAN FERNANDO,CA,16,20110801",17344
703,"LONG BEACH,CA,17,20180807",17372
704,"GREENEVILLE,TN,16,20240818",17398
705,"EASTON,PA,14,20250110",17425
706,"CULVER CITY,CA,15,20150728",17447
707,"RIVERSIDE,CA,11,20170125",17474
708,"LEESBURG,VA,14,20170518",17499
709,"CHULA VISTA,CA,10,20200117",17523
710,"LONG BEACH,CA,14,20180807",17550
711,"CULVER CITY,CA,13,20150728",17576
712,"CHULA VISTA,CA,16,20200117",17603
713,"STOCKTON,CA,8,20180104",17630
714,"PALMDALE,CA,15,20241224",17653
715,"SPRINGFIELD,MA,15,20240911",17677
716,"SPOKANE,WA,34,20070813",17704
717,"BUFORD,GA,16,20241229",17727
718,"SAN FERNANDO,CA,15,20110801",17749
719,"LEESBURG,VA,11,20170518",17777
720,"LONG BEACH,CA,16,20180807",17801
721,"CULVER CITY,CA,11,20150728",17827
722,"RIVERSIDE,CA,8,20170125",17854
723,"CHULA VISTA,CA,16,20200117",17878
724,"SYLVANIA,OH,17,20250106",17905
725,"MARCO ISLAND,FL,69,19730416",17929
726,"PHILADELPHIA,PA,17,20241104",17957
727,"BURLINGTON,VT,62,19790301",17985
728,"SALT LAKE CITY,UT,23,20030525",18011
729,"LOS ANGELES,CA,57,19750103",18041
730,"MITCHELL,SD,16,20250106",18068
731,"VAN BUREN,AR,42,19830609",18092
732,"WORCESTER,MA,17,20250123",18117
733,"HARTFORD,CT,33,20111021",18142
734,"MEMPHIS,TN,32,19960916",18166
735,"NATICK,MA,65,19770902",18189
736,"LOCKHART,TX,17,20250102",18211
737,"ATLANTA,GA,45,19960130",18235
738,"CLINTON,MO,54,19910404",18258
739,"DAYTON,OH,15,20241230",18281
740,"WELCH,OK,41,19991230",18303
741,"TAMPA,FL,63,19781201",18324
742,"TACOMA,WA,42,19991226",18345
743,"ROCHESTER,NY,37,20070707",18367
744,"MINNEAPOLIS,MN,51,19900826",18392
745,"PHOENIX,AZ,16,20250107",18419
746,"ARLINGTON,WA,71,19700916",18442
747,"WELCH,OK,41,19991230",18467
748,"ANACORTES,WA,56,19860125",18488
749,"IMMOKALEE,FL,22,20090110",18513
750,"WYOMING,MI,17,20250115",18538
751,"PUEBLO,CO,1,20240726",18561
752,"HOBBS,NM,17,20240424",18582
753,"ATLANTA,GA,17,20241023",18603
754,"ATLANTA,GA,14,20241228",18626
755,"BROOKLYN,NY,16,20250109",18649
756,"JUANA DIAZ,PR,41,20010210",18673
757,"ADDISON,TX,55,19880319",18699
758,"INDEPENDENCE,MO,54,19741110",18722
759,"SNELLVILLE,GA,16,20250106",18750
760,"RAWLINS,WY,66,19740804",18776
761,"WEST SACRAMENTO,CA,42,19851102",18799
762,"PHILADELPHIA,PA,17,20241224",18830
763,"NEWPORT BEACH,CA,78,19610821",18858
764,"LAWRENCEVILLE,GA,17,20241126",18887
765,"LOS ANGELES,CA,32,19970215",18916
766,"CENTRAL ISLIP,NY,18,20241225",18943
767,"NORTHPORT,AL,18,20240919",18972
768,"INDEPENDENCE,MO,51,19741110",18997
769,"DOWNERS GROVE,IL,61,19791106",19025
770,"ALTON,IL,15,20250108",19054
771,"FORT WORTH,TX,64,19741223",19075
772,"LUDINGTON,MI,14,20110629",19101
773,"SEATTLE,WA,69,19721213",19126
774,"SPANISH FORK,UT,45,19950502",19149
775,"FRESNO,CA,16,20250109",19177
776,"BROOKLYN,NY,22,20100122",19199
777,"ROSWELL,NM,17,20250120",19223
778,"PHOENIX,AZ,17,20241120",19246
779,"CHESTER,IL,18,20250110",19269
780,"SOMERVILLE,MA,16,20250113",19292
781,"SAN JOSE,CA,10,20210623",19318
782,"SAN ANTONIO,TX,16,20250106",19342
783,"SANTA FE SPRINGS,CA,17,20241203",19369
784,"MINNEAPOLIS,MN,16,20241216",19401
785,"DENVER,CO,16,20241226",19428
786,"HOUSTON,TX,15,20241014",19450
787,"CLEVELAND,OH,17,20250114",19473
788,"SANFORD,FL,14,20250117",19498
789,"LITTLE ROCK,AR,16,20250116",19521
790,"YONKERS,NY,13,20241129",19548
791,"GREAT SMOKY MOUNTAINS,TN,62,19690614",19571
792,"VIRGINIA BEACH,VA,17,20250114",19608
793,"BALTIMORE,MD,17,20250108",19638
794,"BURIEN,WA,14,20241214",19663
795,"KANSAS CITY,MO,14,20241230",19685
796,"POWELL,OH,2,20230131",19712
797,"1SPRING HILL,TN,17,20250114",19733
798,"SPRING VALLEY,CA,18,20240430",19761
799,"BROOKLYN,NY,45,19911010",19790
800,"PINOLE,CA,44,19880603",19814
801,"LOUISVILLE,KY,16,20240908",19836
802,"WEBB CITY,MO,47,19920812",19862
803,"GILMER,TX,50,19920105",19887
804,"PENSACOLA,FL,48,19920625",19909
805,"SACRAMENTO,CA,60,19800101",19934
806,"FORT MYERS,FL,61,19810116",19960
807,"WILLIAMSBURG,VA,19,20140828",19986
808,"DETROIT,MI,17,20140524",20014
809,"ERIE,PA,18,20240226",20037
810,"GREENWOOD,IN,6,20220305",20057
811,"GOLDEN,CO,13,20211106",20081
812,"OCALA,FL,61,19760722",20103
813,"LAS VEGAS,NV,14,20250111",20124
814,"TRENTON,NE,24,20190420",20149
815,"BELLEVILLE,IL,49,19920218",20172
816,"LAS VEGAS,NV,16,20241231",20198
817,"SAN DIEGO,CA,54,19910618",20223
818,"ERIE,PA,42,20020624",20248
819,"NEWTON,NH,60,19800322",20268
820,"MOSCOW MILLS,MO,45,19910725",20290
821,"DECATUR,IL,44,19851010",20318
822,"NEW BRITAIN,CT,16,20240417",20341
823,"BROCKTON,MA,52,19891114",20368
824,"BROOKWOOD,AL,52,19880702",20392
825,"NORTH CHESTERFIELD,VA,16,20250109",20417
826,"PLEASANTVILLE,NY,17,20250107",20451
827,"WILLIAMSBURG,VA,21,20140828",20480
828,"HONOLULU,HI,49,19880211",20508
829,"DETROIT,MI,11,20140524",20532
830,"BOERNE,TX,15,20250109",20555
831,"DAINGERFIELD,TX,49,19900905",20577
832,"FAYETTEVILLE,NC,37,20050430",20605
833,"FORNEY,TX,16,20241230",20633
834,"TYLER,TX,37,19910327",20655
835,"CARSON CITY,NV,17,20240827",20676
836,"PLEASANTVILLE,NY,17,20250115",20703
837,"PORTLAND,OR,44,19900914",20732
838,"SAINT CHARLES,MO,45,19880608",20756
839,"NORTH LAS VEGAS,NV,42,19860802",20785
840,"PHILADELPHIA,PA,17,20250113",20816
841,"COLORADO SPRINGS,CO,50,19900706",20844
842,"UPLAND,CA,48,19880120",20876
843,"BEMIDJI,MN,18,20211022",20898
844,"SAN DIEGO,CA,10,20190112",20921
845,"NEW PORT RICHEY,FL,19,20140512",20946
846,"BRENTWOOD,CA,14,20241129",20977
847,"SOUTH LAKE TAHOE,CA,43,19851109",21002
848,"CHICAGO,IL,4,20211115",21034
849,"JAY,ME,56,19860511",21056
850,"ORACLE,AZ,56,19790407",21075
851,"BATH,MI,52,19900422",21097
852,"SAN TAN VALLEY,AZ,15,20240713",21117
853,"FORT WALTON BEACH,FL,48,19900201",21147
854,"SISTERS,OR,48,19900710",21180
855,"NEW YORK,NY,52,19790525",21203
856,"ARANSAS PASS,TX,49,19890806",21227
857,"SAN DIEGO,CA,13,20190112",21255
858,"NEW PORT RICHEY,FL,18,20140512",21280
859,"BRENTWOOD,CA,13,20241129",21311
860,"HALLSVILLE,TX,48,19890520",21336
861,"DELAND,FL,63,19770621",21362
862,"NEW PORT RICHEY,FL,16,20140512",21384
863,"OAKLAND,CA,52,19900316",21415
864,"STATEN ISLAND,NY,52,19830814",21438
865,"MEXICO,MO,17,20241126",21467
866,"LYNBROOK,NY,56,19840612",21489
867,"HEMPSTEAD,NY,16,20241220",21513
868,"COLUMBUS,GA,14,20250101",21538
869,"QUEEN CREEK,AZ,18,20220315",21562
870,"PHOENIX,AZ,17,20241219",21589
871,"WALLINGFORD,CT,49,19880615",21612
872,"MILWAUKEE,WI,18,20241207",21639
873,"HOMEDALE,ID,16,20241013",21664
874,"YPSILANTI,MI,54,19831015",21688
875,"NEW YORK,NY,37,19890518",21713
876,"BRADENTON,FL,17,20250109",21737
877,"DONALSONVILLE,GA,39,19870724",21762
878,"RIO COMMUNITIES,NM,56,19880920",21791
879,"LANCASTER,CA,37,19890302",21822
880,"GREENEVILLE,TN,15,20241116",21847
881,"SAN BERNARDINO,CA,16,20241210",21874
882,"HOUSTON,TX,45,19850110",21904
883,"TAMPA,FL,57,19841027",21927
884,"GARY,IN,17,20250112",21948
885,"UNIONVILLE,TN,21,20120923",21968
886,"STATEN ISLAND,NY,51,19810715",21994
887,"ALTON,IL,17,20241231",22023
888,"JACKSON,MI,53,19840810",22044
889,"HILTON HEAD,SC,54,19861129",22067
890,"CHICAGO,IL,36,19960705",22094
891,"BROCKTON,MA,16,20241112",22117
892,"BRIDGETON,NJ,10,20190916",22141
893,"LONGVIEW,WA,48,19850515",22166
894,"SPRING CITY,PA,41,19881004",22190
895,"PHILADELPHIA,PA,17,20231101",22217
896,"SACRAMENTO,CA,22,20110404",22245
897,"HAYWARD,CA,46,19881119",22271
898,"BROOKLYN,NY,39,19851021",22294
899,"MONUMENT,CO,32,20010101",22318
900,"STOW,MA,55,19850813",22342
901,"HOUSTON,TX,46,19850110",22362
902,"MANCHESTER,NH,58,19800427",22385
903,"DAYTON,NV,16,20241221",22411
904,"RIVERTON,WY,56,19800912",22433
905,"WINCHESTER,VA,15,20241122",22457
906,"BIG SANDY,TX,43,19860402",22483
907,"GREENVILLE,AL,53,19840606",22508
908,"CLAIRTON,PA,57,19811105",22534
909,"UNIONVILLE,TN,19,20120923",22558
910,"BRONX,NY,44,19850625",22584
911,"NEW YORK,NY,62,19761006",22605
912,"KILLEEN,TX,45,19890514",22629
913,"LAUDERHILL,FL,48,19800520",22652
914,"HALF MOON BAY,CA,57,19730116",22678
915,"FOREST PARK,GA,18,20250107",22707
916,"TYRONE,PA,66,19650318",22734
917,"CHICAGO,IL,39,19960705",22756
918,"SACRAMENTO,CA,18,20110404",22779
919,"NEW YORK,NY,53,19830918",22805
920,"ERIE,PA,15,20250113",22829
921,"BEDFORD,IA,64,19751005",22849
922,"MONUMENT,CO,29,20010101",22872
923,"RIVERTON,WY,54,19800912",22896
924,"SACRAMENTO,CA,16,20110404",22920
925,"LAS VEGAS,NV,53,19781025",22946
926,"MORENCI,MI,23,20101126",22971
927,"ERATH,LA,17,20241216",22994
928,"BRONX,NY,48,19850812",23015
929,"OWENSBORO,KY,55,19860706",23036
930,"WICHITA,KS,17,20241119",23061
931,"OLATHE,KS,17,20241102",23084
932,"HOUSTON,TX,17,20250109",23106
933,"FAIRFAX,VA,24,20090822",23129
934,"KANSAS CITY,MO,17,20241230",23152
935,"NASHVILLE,TN,59,19811231",23179
936,"COLUMBUS,OH,17,20241230",23204
937,"MORENCI,MI,21,20101126",23228
938,"MORENCI,MI,19,20101126",23251
939,"PALM BEACH GARDENS,FL,3,20220815",23274
940,"KIRBY,WV,35,19940501",23307
941,"LANCASTER,CA,13,20241018",23328
942,"FAIRFAX,VA,25,20090822",23353
943,"WHITEHALL,OH,16,20241109",23376
944,"KODIAK,AK,43,19980719",23401
945,"SPARTANBURG,SC,15,20250102",23423
946,"UNION CITY,TN,42,19870416",23450
947,"DENVER,CO,57,19840716",23476
948,"TEMPLE,TX,51,19850714",23498
949,"COLUMBUS,OH,14,20240719",23520
950,"PHOENIX,AZ,3,20231225",23544
951,"PEARCE,AZ,46,19930523",23566
952,"NORMAN,OK,56,19831002",23588
953,"MEDIA,PA,65,19750517",23610
954,"CHANDLER,AZ,13,20241224",23631
955,"PHILADELPHIA,PA,55,19850423",23655
956,"TARENTUM,PA,54,19820114",23683
957,"GLENDALE,AZ,17,20241215",23707
958,"LEBANON,IN,55,19810829",23731
959,"CEDAREDGE,CO,62,19810210",23754
960,"HEPHZIBAH,GA,13,20241213",23779
961,"BRIDGETON,MO,17,20241127",23804
962,"BENSALEM,PA,56,19830307",23829
963,"BOSTON,MA,57,19761220",23853
964,"RUNNING SPRINGS,CA,45,19940626",23875
965,"TOLLESON,AZ,16,20241210",23906
966,"LEXINGTON,NC,57,19810318",23930
967,"SAN ANTONIO,TX,53,19880227",23955
968,"MARATHON,FL,63,19740903",23982
969,"GALLUP,NM,48,19860406",24006
970,"CALUMET CITY,IL,16,20241204",24028
971,"WILLISTON,ND,59,19810411",24056
972,"CHICAGO,IL,19,20210315",24081
973,"NORMAN,OK,57,19831002",24104
974,"BLACKLICK,OH,17,20241229",24126
975,"EXETER,NH,49,19841113",24151
976,"COLUMBUS,OH,12,20240719",24173
977,"NORFOLK,NE,47,19870814",24197
978,"COCOA BEACH,FL,61,19770428",24220
979,"PERRIS,CA,16,20230707",24247
980,"NEW COLUMBIA,PA,40,19861012",24269
981,"LIVONIA,MI,34,19941211",24297
982,"TARENTUM,PA,53,19820114",24320
983,"CLYDE,TX,16,20241211",24344
984,"PORT SALERNO,FL,41,19930711",24365
985,"PHOENIX,AZ,17,20250108",24393
986,"MERCED,CA,17,20230407",24416
987,"KOSSE,TX,44,19830325",24438
988,"STOCKTON,CA,59,19810802",24459
989,"ARCADIA,FL,31,19940811",24483
990,"NOVI,MI,60,19820520",24506
991,"GARY,IN,1,20240525",24526
992,"EVERETT,WA,33,20090509",24545
993,"WEST PALM BEACH,FL,16,20241231",24568
994,"QUEEN CREEK,AZ,17,20250107",24599
995,"SAN MARCOS,CA,31,20091126",24626
996,"SECTION,AL,29,20070621",24652
997,"SHOSHONE,ID,30,19970223",24675
998,"BIG BEAR LAKE,CA,38,19950806",24699
999,"CLEVELAND,OH,16,20241122",24728
1000,"SAN DIEGO,CA,43,19961205",24753
1001,"PHOENIX,AZ,51,19901013",24778
1002,"GOODLETTSVILLE,TN,32,19960725",24801
1003,"NEEDLES,CA,43,19950728",24831
1004,"SACRAMENTO,CA,18,20090926",24854
1005,"NORTH LAUDERDALE,FL,63,19790707",24880
1006,"SANTA FE,NM,14,20241224",24912
1007,"DEL HAVEN,NJ,44,19911125",24936
1008,"SAN JUAN,,17,20250102",24961
1009,"GREAT FALLS,MT,39,19960206",24983
1010,"NEW YORK,NY,54,19830225",25010
1011,"COLUMBIA,SC,17,20241230",25034
1012,"OKLAHOMA CITY,OK,56,19810925",25058
1013,"GARY,IN,15,20240525",25087
1014,"COLUMBUS,OH,31,19970311",25107
1015,"GLENDORA,CA,43,19960329",25131
1016,"PHOENIX,AZ,15,20250104",25155
1017,"MODESTO,CA,18,20240623",25178
1018,"EL MONTE,CA,55,19851123",25201
1019,"GUAYANILLA,PR,36,19980620",25225
1020,"MIAMI,FL,16,20241215",25251
1021,"AGUA PRIETA,,33,19950422",25272
1022,"OKLAHOMA CITY,OK,56,19810925",25297
1023,"GLEN BURNIE,MD,18,20240624",25326
1024,"DES MOINES,IA,54,19840812",25353
1025,"GOOSE CREEK,SC,42,19970330",25379
1026,"BOLINGBROOK,IL,42,19960131",25406
1027,"PHOENIX,AZ,46,19920526",25433
1028,"ANNA,IL,15,20250108",25456
1029,"SACRAMENTO,CA,42,19990525",25476
1030,"BLAIRSVILLE,PA,53,19870726",25502
1031,"RISING SUN,IN,27,20020419",25529
1032,"PASADENA,TX,31,19990527",25555
1033,"OTTAWA LAKE,MI,47,19940527",25579
1034,"SANTA ANA,CA,16,20080725",25606
1035,"BEMIDJI,MN,45,19820930",25631
1036,"FULTON,MS,37,20000411",25654
1037,"PARKER,CO,39,19850811",25676
1038,"KANSAS CITY,MO,31,19931216",25698
1039,"BLUE SPRINGS,MO,17,20241220",25725
1040,"STRASBURG,VA,26,19980727",25753
1041,"MIDDLETOWN SPRINGS,VT,50,19910209",25778
1042,"CHICAGO,IL,34,20010706",25812
1043,"FULTON,MS,38,20000411",25835
1044,"RISING SUN,IN,26,20020419",25857
1045,"PERRYVILLE,MO,18,20070708",25883
1046,"SPRINGFIELD,VA,9,20210908",25909
1047,"GLENDALE,OR,36,19910318",25935
1048,"SCRANTON,PA,69,19730929",25959
1049,"REVERE,MA,61,19740407",25983
1050,"LOUISVILLE,KY,53,19830601",26005
1051,"WAHIAWA,HI,62,19811202",26031
1052,"MIAMI,FL,16,20080831",26054
1053,"PASADENA,TX,27,19990527",26075
1054,"SUFFERN,NY,26,20010203",26099
1055,"LOS ANGELES,CA,14,20241213",26122
1056,"ALBANY,NY,46,19980302",26149
1057,"SANTA ANA,CA,18,20080725",26171
1058,"CHICAGO,IL,27,20010706",26196
1059,"FULTON,MS,34,20000411",26219
1060,"ROME,NY,51,19900607",26241
1061,"KANSAS CITY,MO,46,19931216",26261
1062,"CABOT,PA,48,19850222",26288
1063,"PERRYVILLE,MO,19,20070708",26309
1064,"LAS VEGAS,NV,15,20241218",26335
1065,"JONESTOWN,PA,37,20001212",26360
1066,"FAIRFIELD,CA,37,19911227",26385
1067,"COLUMBIA,MO,17,20250104",26410
1068,"CLEVELAND,OH,31,20070709",26434
1069,"COLUMBIA,SC,17,20241121",26459
1070,"TAMPA,FL,16,20250101",26483
1071,"HOBBS,NM,15,20241216",26504
1072,"STILWELL,OK,20,20201210",26525
1073,"BAKERSFIELD,CA,15,20241206",26549
1074,"LOS ANGELES,CA,17,20241206",26576
1075,"BARTOW,FL,16,20241231",26603
1076,"COVINGTON,KY,15,20241018",26625
1077,"NEW YORK,NY,14,20241012",26650
1078,"MOBILE,AL,16,20240915",26674
1079,"VAN NUYS,CA,15,20241109",26696
1080,"GUAYNABO,PR,40,19990909",26720
1081,"AIKEN,SC,44,19890811",26744
1082,"VIRGINIA BEACH,VA,12,20190408",26765
1083,"FORT WORTH,TX,17,20241228",26795
1084,"CENTRALIA,IL,18,20241015",26821
1085,"AKRON,OH,34,19910808",26846
1086,"CHATTANOOGA,TN,51,19890315",26867
1087,"SCRANTON,PA,50,19860826",26894
1088,"INDIANAPOLIS,IN,16,20241222",26918
1089,"MUSCOY,CA,41,19920726",26946
1090,"DOBBS FERRY,NY,16,20241219",26968
1091,"ADA,MI,58,19810205",26995
1092,"WILLINGBORO,NJ,40,19961216",27014
1093,"AKRON,OH,51,19910808",27041
1094,"ATLANTIC CITY,NJ,40,19860914",27062
1095,"CHILOQUIN,OR,31,19940709",27091
1096,"WICHITA,KS,17,20241106",27116
1097,"DAYTON,OH,17,20240923",27139
1098,"HOBBS,NM,16,20241216",27161
1099,"TOLEDO,OH,34,19940525",27182
1100,"BULLHEAD CITY,AZ,47,19950313",27204
1101,"GRAND JUNCTION,CO,16,20250102",27233
1102,"INDIANAPOLIS,IN,18,20241223",27263
1103,"CLANCY,MT,46,19830625",27291
1104,"NEWPORT,OR,53,19860722",27313
1105,"CAMPBELLSPORT,WI,47,19830514",27336
1106,"AUBURN,CA,56,19840323",27365
1107,"NAMPA,ID,46,19801105",27387
1108,"LEXINGTON,KY,17,20231023",27408
1109,"MERCED,CA,17,20241214",27433
1110,"WICHITA,KS,16,20241230",27455
1111,"HAMPTON,VA,8,20170430",27478
1112,"WATERTOWN,NY,43,19840517",27500
1113,"CHICAGO,IL,17,20241221",27525
1114,"BOWLING GREEN,KY,17,20241216",27548
1115,"TOLLAND,CT,59,19730726",27577
1116,"FELTON,DE,60,19790203",27600
1117,"CALVIN,WV,22,20180112",27622
1118,"ELLINGTON,CT,71,19710301",27644
1119,"CHICAGO,IL,12,20241114",27669
1120,"HILO,HI,11,20191220",27692
1121,"MORGANFIELD,KY,35,20091112",27712
1122,"LOS ANGELES,CA,15,20160629",27739
1123,"LAS VEGAS,NV,17,20241016",27766
1124,"MILWAUKEE,WI,17,20240614",27791
1125,"SAINT IGNACE,MI,23,20020814",27816
1126,"BROOKLYN,NY,52,19850518",27844
1127,"LOCUST GROVE,OK,38,20000409",27868
1128,"ELLENVILLE,NY,55,19870116",27896
1129,"CORPUS CHRISTI,TX,16,20241228",27922
1130,"ASHLAND,ME,66,19770512",27952
1131,"BROOKLYN,NY,71,19740504",27975
1132,"BOONVILLE,MO,16,20241227",27999
1133,"BISCARROSSE,,15,20211105",28024
1134,"TUPPER LAKE,NY,31,20120311",28049
1135,"ATCHISON,KS,52,19770218",28076
1136,"CHESTER,PA,15,20240730",28100
1137,"RICHMOND,MO,54,19860915",28123
1138,"WEST CHESTERFIELD,NH,39,20010203",28147
1139,"EAGLE RIVER,AK,25,20020228",28180
1140,"CHARLOTTE,NC,15,20241221",28207
1141,"GREENSBORO,NC,17,20240427",28232
1142,"REDDING,CA,16,20241207",28258
1143,"PENSACOLA,FL,17,20241207",28281
1144,"RAYMOND,MS,20,20241206",28306
1145,"SAN JUAN,PR,18,20241205",28329
1146,"AUBURNDALE,FL,17,20241127",28353
1147,"ATHENS,GA,17,20241222",28379
1148,"HOLIDAY,FL,59,19820407",28401
1149,"THOMASTON,GA,16,20241101",28424
1150,"CHICAGO,IL,15,20241114",28449
1151,"SACRAMENTO,CA,1,20241117",28472
1152,"PITTSBURGH,PA,22,20200719",28497
1153,"OXNARD,CA,15,20241204",28523
1154,"LINWOOD,KS,54,19880415",28545
1155,"BELMONT,MA,22,20060608",28568
1156,"EMBUDO,NM,58,19700110",28591
1157,"HILO,HI,16,20241210",28613
1158,"HANFORD,CA,13,20241205",28633
1159,"SAN BERNARDINO,CA,17,20241115",28656
1160,"BURBANK,CA,35,19930417",28686
1161,"DENVER,CO,15,20241120",28709
1162,"CLEVELAND,OH,14,20241001",28731
1163,"ERIE,PA,16,20241216",28756
1164,"VASSAR,MI,17,20241103",28776
1165,"LOS ANGELES,CA,19,20060316",28798
1166,"SPRINGFIELD,MA,18,20241219",28825
1167,"FORT CAMPBELL,KY,70,19750704",28852
1168,"CANTON,MI,59,19810608",28881
1169,"KINGSPORT,TN,17,20240914",28903
1170,"CHAMA,NM,57,19840907",28928
1171,"PLEASANTVILLE,NY,16,20240629",28949
1172,"PLANTATION,FL,60,19820815",28978
1173,"CLINTON,LA,26,20010515",29004
1174,"NEW LISBON,NJ,67,19750407",29027
1175,"CANOGA PARK,CA,24,20151220",29053
1176,"HALIFAX,PA,52,19890805",29080
1177,"NUEVO CASAS GRANDES,,6,20220627",29103
1178,"NEW LISBON,NJ,62,19750407",29135
1179,"TIJUANA,,8,20191221",29161
1180,"BRISTOW,IN,41,19971106",29181
1181,"ISLAMABAD,,12,20220211",29204
1182,"CENTREVILLE,MS,35,19920510",29227
1183,"HOUSTON,TX,15,20240809",29254
1184,"WORCESTER,MA,17,20240420",29277
1185,"PALMDALE,CA,17,20241126",29302
1186,"KENBRIDGE,VA,42,19970218",29326
1187,"WASHINGTON,DC,41,19831203",29351
1188,"ALMA,AR,36,19950609",29377
1189,"LOS ANGELES,CA,20,20220105",29397
1190,"SHELBY,NC,34,20000214",29424
1191,"SPRING LAKE,NC,41,19910623",29446
1192,"LOS ANGELES,CA,15,20241206",29473
1193,"MEXICO CITY,,7,20200403",29500
1194,"SAN PEDRO SULA,,10,20180227",29524
1195,"FORT MYERS,FL,18,20061201",29552
1196,"SAN LORENZO,PR,31,20060708",29578
1197,"ALFRED,ME,57,19710602",29605
1198,"COPAN,,4,20220325",29627
1199,"ISLAMABAD,,10,20220211",29645
1200,"STONE MOUNTAIN,GA,16,20241206",29668
1201,"ROSEBORO,NC,28,20001005",29698
1202,"ATLANTA,GA,16,20240719",29722
1203,"SAN ANTONIO,TX,29,20011023",29745
1204,"SANTA FE,NM,31,20000607",29772
1205,"FORT WORTH,TX,17,20241109",29796
